	ClusterID	Centroid	Sample_n	Seq_n	Samples	Sequences
3357	Cluster_16805	Unassigned_SRR5275907_604676	10	16	SRR5275907,SRR5275927,SRR5275904,SRR5275925,SRR5275908,SRR5275900,SRR5275902,SRR5275897,SRR5275906,SRR5275903	SRR5275907_604676,SRR5275927_473422,SRR5275904_394398,SRR5275925_500217,SRR5275908_219163,SRR5275900_116729,SRR5275902_577307,SRR5275897_149312,SRR5275907_164459,SRR5275906_196528,SRR5275925_681134,SRR5275904_378126,SRR5275903_86783,SRR5275908_482666,SRR5275902_399029,SRR5275897_151323
3358	Cluster_16806	Unassigned_SRR5275903_63504	8	10	SRR5275903,SRR5275927,SRR5275900,SRR5275925,SRR5275902,SRR5275906,SRR5275897,SRR5275907	SRR5275903_63504,SRR5275927_691135,SRR5275900_544245,SRR5275925_403130,SRR5275900_188352,SRR5275902_88311,SRR5275906_558729,SRR5275897_474874,SRR5275897_325645,SRR5275907_123259
3359	Cluster_16807	Unassigned_SRR5275902_393777	7	10	SRR5275902,SRR5275904,SRR5275903,SRR5275907,SRR5275897,SRR5275919,SRR5275908	SRR5275902_393777,SRR5275904_344915,SRR5275903_157569,SRR5275907_463157,SRR5275897_464632,SRR5275919_224560,SRR5275919_595332,SRR5275908_497357,SRR5275902_419944,SRR5275904_377278
3360	Cluster_16816	Unassigned_SRR5275897_427729	10	10	SRR5275897,SRR5275907,SRR5275902,SRR5275919,SRR5275904,SRR5275908,SRR5275927,SRR5275925,SRR5275900,SRR5275906	SRR5275897_427729,SRR5275907_108150,SRR5275902_350004,SRR5275919_6431,SRR5275904_453126,SRR5275908_368314,SRR5275927_85453,SRR5275925_308885,SRR5275900_416286,SRR5275906_110851
3361	Cluster_16832	Unassigned_SRR5275908_479732	5	10	SRR5275908,SRR5275906,SRR5275919,SRR5275907,SRR5275903	SRR5275908_479732,SRR5275906_457775,SRR5275919_629445,SRR5275907_323396,SRR5275919_358172,SRR5275903_240499,SRR5275906_161528,SRR5275907_84876,SRR5275903_38463,SRR5275908_530778
3362	Cluster_16834	Unassigned_SRR5275900_110766	7	10	SRR5275900,SRR5275903,SRR5275902,SRR5275904,SRR5275919,SRR5275908,SRR5275906	SRR5275900_110766,SRR5275903_53037,SRR5275902_552021,SRR5275904_531275,SRR5275903_37186,SRR5275900_138567,SRR5275919_629851,SRR5275908_411572,SRR5275906_517265,SRR5275906_370148
3363	Cluster_16837	Unassigned_SRR5275904_465833	10	16	SRR5275904,SRR5275925,SRR5275900,SRR5275908,SRR5275897,SRR5275927,SRR5275902,SRR5275906,SRR5275919,SRR5275907	SRR5275904_465833,SRR5275925_192442,SRR5275925_674868,SRR5275900_503659,SRR5275908_400333,SRR5275897_112014,SRR5275927_175786,SRR5275902_494127,SRR5275906_154501,SRR5275927_539529,SRR5275902_295340,SRR5275906_28464,SRR5275900_263895,SRR5275919_340871,SRR5275897_469071,SRR5275907_155256
3364	Cluster_16838	Unassigned_SRR5275906_460203	10	10	SRR5275906,SRR5275907,SRR5275925,SRR5275919,SRR5275908,SRR5275900,SRR5275897,SRR5275903,SRR5275904,SRR5275927	SRR5275906_460203,SRR5275907_170867,SRR5275925_718374,SRR5275919_203048,SRR5275908_372273,SRR5275900_408729,SRR5275897_385318,SRR5275903_116586,SRR5275904_158354,SRR5275927_317519
3365	Cluster_16839	Unassigned_SRR5275919_216652	5	10	SRR5275919,SRR5275907,SRR5275906,SRR5275903,SRR5275904	SRR5275919_216652,SRR5275907_414381,SRR5275906_261408,SRR5275919_456116,SRR5275907_484797,SRR5275903_123133,SRR5275903_70595,SRR5275904_134229,SRR5275904_243380,SRR5275906_568228
3366	Cluster_16840	Unassigned_SRR5275907_325611	6	12	SRR5275907,SRR5275919,SRR5275904,SRR5275903,SRR5275908,SRR5275906	SRR5275907_325611,SRR5275919_349606,SRR5275919_579609,SRR5275904_20579,SRR5275903_285441,SRR5275908_65888,SRR5275904_229134,SRR5275906_520131,SRR5275906_395908,SRR5275903_93627,SRR5275907_574531,SRR5275908_31240
3367	Cluster_16841	Unassigned_SRR5275903_243055	7	14	SRR5275903,SRR5275908,SRR5275904,SRR5275907,SRR5275906,SRR5275919,SRR5275925	SRR5275903_243055,SRR5275903_282635,SRR5275908_155556,SRR5275908_343143,SRR5275904_113848,SRR5275907_313742,SRR5275906_430098,SRR5275907_514746,SRR5275919_551851,SRR5275919_356056,SRR5275906_40744,SRR5275925_141294,SRR5275904_429671,SRR5275925_273324
3368	Cluster_16849	Unassigned_SRR5275908_181423	7	10	SRR5275908,SRR5275907,SRR5275927,SRR5275902,SRR5275919,SRR5275904,SRR5275903	SRR5275908_181423,SRR5275907_420766,SRR5275927_440031,SRR5275902_270900,SRR5275919_291434,SRR5275904_464398,SRR5275927_641501,SRR5275907_2803,SRR5275903_39257,SRR5275919_109877
3369	Cluster_16852	Unassigned_SRR5275906_151229	6	12	SRR5275906,SRR5275908,SRR5275903,SRR5275907,SRR5275904,SRR5275919	SRR5275906_151229,SRR5275908_125342,SRR5275903_497783,SRR5275907_569769,SRR5275908_155570,SRR5275904_59593,SRR5275919_192985,SRR5275906_120237,SRR5275903_117741,SRR5275904_466626,SRR5275919_275675,SRR5275907_588993
3370	Cluster_16857	Unassigned_SRR5275925_38049	10	11	SRR5275925,SRR5275904,SRR5275908,SRR5275902,SRR5275906,SRR5275903,SRR5275919,SRR5275927,SRR5275907,SRR5275897	SRR5275925_38049,SRR5275904_232921,SRR5275908_186773,SRR5275902_361400,SRR5275906_348050,SRR5275903_275915,SRR5275902_510451,SRR5275919_449577,SRR5275927_402405,SRR5275907_40703,SRR5275897_284416
3371	Cluster_16868	Unassigned_SRR5275927_204516	9	15	SRR5275927,SRR5275919,SRR5275902,SRR5275903,SRR5275907,SRR5275908,SRR5275906,SRR5275897,SRR5275900	SRR5275927_204516,SRR5275919_456666,SRR5275902_122091,SRR5275903_299841,SRR5275907_240566,SRR5275908_561910,SRR5275902_383855,SRR5275906_397855,SRR5275897_312272,SRR5275897_236324,SRR5275906_564941,SRR5275900_102579,SRR5275900_95317,SRR5275907_139589,SRR5275908_370497
3372	Cluster_16870	Unassigned_SRR5275927_409769	8	13	SRR5275927,SRR5275906,SRR5275919,SRR5275902,SRR5275925,SRR5275900,SRR5275907,SRR5275897	SRR5275927_409769,SRR5275906_254726,SRR5275919_108739,SRR5275902_244717,SRR5275902_331354,SRR5275919_290954,SRR5275906_596552,SRR5275925_413694,SRR5275900_153598,SRR5275900_402566,SRR5275907_613626,SRR5275897_117573,SRR5275897_416511
3373	Cluster_16874	Unassigned_SRR5275927_599059	9	12	SRR5275927,SRR5275897,SRR5275925,SRR5275906,SRR5275908,SRR5275900,SRR5275902,SRR5275904,SRR5275919	SRR5275927_599059,SRR5275897_247032,SRR5275925_688895,SRR5275906_500787,SRR5275908_3296,SRR5275900_388005,SRR5275902_210169,SRR5275904_450871,SRR5275902_229318,SRR5275919_484805,SRR5275900_605956,SRR5275908_80745
3374	Cluster_16880	Unassigned_SRR5275925_764713	11	11	SRR5275925,SRR5275900,SRR5275919,SRR5275902,SRR5275907,SRR5275904,SRR5275908,SRR5275927,SRR5275897,SRR5275903,SRR5275906	SRR5275925_764713,SRR5275900_294823,SRR5275919_325758,SRR5275902_159383,SRR5275907_326128,SRR5275904_17818,SRR5275908_233331,SRR5275927_121483,SRR5275897_193877,SRR5275903_76544,SRR5275906_598775
3375	Cluster_16881	Unassigned_SRR5275925_675527	10	16	SRR5275925,SRR5275897,SRR5275927,SRR5275902,SRR5275906,SRR5275919,SRR5275903,SRR5275907,SRR5275904,SRR5275908	SRR5275925_675527,SRR5275897_461561,SRR5275927_67317,SRR5275902_330685,SRR5275906_617026,SRR5275919_525211,SRR5275903_438383,SRR5275919_233693,SRR5275903_57690,SRR5275907_398066,SRR5275904_424297,SRR5275907_103526,SRR5275904_372479,SRR5275908_382893,SRR5275906_276047,SRR5275908_510885
3376	Cluster_16887	Unassigned_SRR11602038_234998	6	15	SRR11602038,SRR5275907,SRR11601791,SRR11601863,SRR5275904,SRR5275925	SRR11602038_234998,SRR5275907_141396,SRR11601791_337206,SRR11601863_41568,SRR11601863_2210,SRR11602038_85155,SRR11602038_485841,SRR11602038_450027,SRR11602038_575156,SRR11602038_224638,SRR5275904_220841,SRR11602038_321847,SRR5275925_468355,SRR11601791_90958,SRR5275904_376765
3377	Cluster_16893	Unassigned_SRR5275907_434316	6	11	SRR5275907,SRR5275904,SRR5275906,SRR5275927,SRR5275902,SRR5275908	SRR5275907_434316,SRR5275904_182890,SRR5275906_89375,SRR5275906_439435,SRR5275927_25098,SRR5275902_123244,SRR5275907_192304,SRR5275908_266447,SRR5275907_383569,SRR5275904_113554,SRR5275908_206714
3378	Cluster_16899	Unassigned_SRR5275907_228712	7	12	SRR5275907,SRR5275902,SRR5275906,SRR5275927,SRR5275925,SRR5275897,SRR5275908	SRR5275907_228712,SRR5275907_317204,SRR5275902_195451,SRR5275906_299946,SRR5275927_60062,SRR5275925_352043,SRR5275897_233047,SRR5275908_288718,SRR5275906_139964,SRR5275908_375077,SRR5275907_506543,SRR5275906_266364
3379	Cluster_16918	Unassigned_SRR5275903_290568	5	10	SRR5275903,SRR5275907,SRR5275908,SRR5275906,SRR5275904	SRR5275903_290568,SRR5275903_376108,SRR5275907_478716,SRR5275908_8929,SRR5275906_359666,SRR5275908_230669,SRR5275907_608075,SRR5275906_259649,SRR5275904_99688,SRR5275904_95759
3380	Cluster_16928	Unassigned_SRR5275907_192169	5	10	SRR5275907,SRR5275906,SRR5275908,SRR5275903,SRR5275904	SRR5275907_192169,SRR5275907_444351,SRR5275906_53510,SRR5275906_258336,SRR5275908_347760,SRR5275903_251156,SRR5275904_28790,SRR5275903_225089,SRR5275904_301813,SRR5275906_574353
3381	Cluster_16930	Unassigned_SRR5275900_557146	9	11	SRR5275900,SRR5275919,SRR5275902,SRR5275897,SRR5275906,SRR5275904,SRR5275927,SRR5275903,SRR5275908	SRR5275900_557146,SRR5275919_454259,SRR5275902_364345,SRR5275902_9257,SRR5275897_391259,SRR5275906_440794,SRR5275904_192929,SRR5275927_393294,SRR5275903_103029,SRR5275908_70604,SRR5275906_510088
3382	Cluster_16931	Unassigned_SRR5275900_590143	9	10	SRR5275900,SRR5275897,SRR5275903,SRR5275906,SRR5275904,SRR5275907,SRR5275902,SRR5275919,SRR5275908	SRR5275900_590143,SRR5275897_444420,SRR5275903_39713,SRR5275906_233116,SRR5275904_490168,SRR5275907_153449,SRR5275902_301319,SRR5275919_371069,SRR5275900_59796,SRR5275908_115874
3383	Cluster_16932	Unassigned_SRR5275903_496197	7	11	SRR5275903,SRR5275904,SRR5275906,SRR5275897,SRR5275907,SRR5275900,SRR5275908	SRR5275903_496197,SRR5275904_334976,SRR5275903_297086,SRR5275906_562511,SRR5275897_371050,SRR5275907_393620,SRR5275900_29267,SRR5275900_24291,SRR5275904_500896,SRR5275908_208351,SRR5275907_181029
3384	Cluster_16933	Unassigned_SRR5275902_19306	10	33	SRR5275902,SRR5275906,SRR5275919,SRR5275903,SRR5275897,SRR5275904,SRR5275907,SRR5275908,SRR5275900,SRR5275925	SRR5275902_19306,SRR5275906_233305,SRR5275919_205262,SRR5275902_474561,SRR5275903_388843,SRR5275906_360358,SRR5275897_146978,SRR5275897_459197,SRR5275904_224951,SRR5275904_177806,SRR5275907_25338,SRR5275907_209340,SRR5275897_295214,SRR5275903_509826,SRR5275908_121464,SRR5275902_508671,SRR5275907_101923,SRR5275900_40778,SRR5275919_396574,SRR5275897_244090,SRR5275925_231442,SRR5275903_11285,SRR5275908_529294,SRR5275925_509789,SRR5275903_268976,SRR5275907_544304,SRR5275908_218982,SRR5275925_192689,SRR5275900_29009,SRR5275919_383719,SRR5275897_120375,SRR5275919_528460,SRR5275904_248795
3385	Cluster_16938	Unassigned_SRR11601791_243832	11	27	SRR11601791,SRR5275897,SRR5275903,SRR5275906,SRR11602041,SRR5275908,SRR5275925,SRR5275927,SRR11601881,SRR11602038,SRR5275900	SRR11601791_243832,SRR5275897_172645,SRR5275903_240609,SRR5275906_617653,SRR11602041_10531,SRR5275903_102090,SRR5275908_248244,SRR5275925_369116,SRR5275908_77647,SRR5275927_385705,SRR5275927_554565,SRR5275897_171522,SRR5275903_135139,SRR5275903_83267,SRR5275897_79407,SRR5275897_180328,SRR5275903_23088,SRR5275903_519505,SRR11601791_232003,SRR5275897_202119,SRR11601881_199477,SRR11602038_522807,SRR5275906_540805,SRR5275900_445866,SRR5275908_445924,SRR11602038_152243,SRR5275925_720345
3386	Cluster_16952	Unassigned_SRR5275902_74986	8	15	SRR5275902,SRR5275904,SRR5275906,SRR5275900,SRR5275919,SRR5275907,SRR5275908,SRR5275897	SRR5275902_74986,SRR5275904_348422,SRR5275906_614667,SRR5275900_299418,SRR5275904_224584,SRR5275919_462231,SRR5275902_482520,SRR5275900_393741,SRR5275906_139246,SRR5275907_568839,SRR5275907_498436,SRR5275919_470183,SRR5275908_268285,SRR5275897_210253,SRR5275897_348358
3387	Cluster_16962	Unassigned_SRR5275904_84601	9	13	SRR5275904,SRR5275906,SRR5275902,SRR5275919,SRR5275907,SRR5275903,SRR5275927,SRR5275897,SRR5275925	SRR5275904_84601,SRR5275906_132831,SRR5275902_181465,SRR5275919_395757,SRR5275907_243377,SRR5275904_106003,SRR5275902_164167,SRR5275919_630713,SRR5275903_461047,SRR5275927_470680,SRR5275897_349040,SRR5275906_616053,SRR5275925_778678
3388	Cluster_16967	Unassigned_SRR5275908_47969	8	10	SRR5275908,SRR5275900,SRR5275903,SRR5275906,SRR5275902,SRR5275927,SRR5275897,SRR5275907	SRR5275908_47969,SRR5275900_375530,SRR5275903_262328,SRR5275906_224181,SRR5275902_184686,SRR5275900_135118,SRR5275927_185091,SRR5275897_45271,SRR5275902_529228,SRR5275907_123659
3389	Cluster_16970	Unassigned_SRR5275908_287096	10	21	SRR5275908,SRR5275925,SRR5275903,SRR5275904,SRR5275919,SRR5275902,SRR5275906,SRR5275897,SRR5275900,SRR5275907	SRR5275908_287096,SRR5275925_153580,SRR5275903_103808,SRR5275904_529352,SRR5275919_577508,SRR5275908_180416,SRR5275902_439905,SRR5275906_479584,SRR5275897_276186,SRR5275900_81653,SRR5275907_478963,SRR5275904_68736,SRR5275903_58439,SRR5275907_137636,SRR5275919_498541,SRR5275906_251387,SRR5275902_523557,SRR5275897_228444,SRR5275900_26076,SRR5275902_193275,SRR5275902_73283
3390	Cluster_16978	Unassigned_SRR5275903_377561	8	10	SRR5275903,SRR5275902,SRR5275907,SRR5275897,SRR5275908,SRR5275900,SRR5275904,SRR5275906	SRR5275903_377561,SRR5275903_455668,SRR5275902_152966,SRR5275907_270401,SRR5275897_112152,SRR5275908_320548,SRR5275900_41368,SRR5275904_468484,SRR5275904_333002,SRR5275906_455157
3391	Cluster_16979	Unassigned_SRR5275906_447895	9	18	SRR5275906,SRR5275897,SRR5275902,SRR5275903,SRR5275925,SRR5275907,SRR5275908,SRR5275900,SRR5275904	SRR5275906_447895,SRR5275897_130896,SRR5275902_563314,SRR5275903_145467,SRR5275903_245495,SRR5275925_60989,SRR5275906_203631,SRR5275907_168898,SRR5275902_411481,SRR5275907_104247,SRR5275908_173014,SRR5275900_103181,SRR5275904_454855,SRR5275908_140367,SRR5275925_487788,SRR5275900_455235,SRR5275897_282859,SRR5275904_377562
3392	Cluster_16980	Unassigned_SRR5275903_255316	8	13	SRR5275903,SRR5275900,SRR5275919,SRR5275904,SRR5275925,SRR5275907,SRR5275908,SRR5275906	SRR5275903_255316,SRR5275903_296183,SRR5275900_533436,SRR5275919_38010,SRR5275904_450921,SRR5275904_520060,SRR5275925_82081,SRR5275907_277810,SRR5275925_771501,SRR5275908_80851,SRR5275906_450481,SRR5275906_513116,SRR5275908_545399
3393	Cluster_16983	Unassigned_SRR5275902_229221	8	11	SRR5275902,SRR5275907,SRR5275925,SRR5275897,SRR5275927,SRR5275906,SRR5275900,SRR5275903	SRR5275902_229221,SRR5275907_283712,SRR5275925_526567,SRR5275897_21515,SRR5275927_76591,SRR5275925_592059,SRR5275927_581627,SRR5275906_389179,SRR5275897_359549,SRR5275900_38686,SRR5275903_433551
3394	Cluster_16984	Unassigned_SRR5275904_447298	5	10	SRR5275904,SRR5275908,SRR5275900,SRR5275907,SRR5275902	SRR5275904_447298,SRR5275908_117518,SRR5275900_109208,SRR5275904_253039,SRR5275908_17079,SRR5275907_458531,SRR5275907_78880,SRR5275902_259158,SRR5275902_440465,SRR5275900_436774
3395	Cluster_16987	Unassigned_SRR5275907_114076	9	15	SRR5275907,SRR5275906,SRR5275900,SRR5275902,SRR5275919,SRR5275908,SRR5275897,SRR5275903,SRR5275927	SRR5275907_114076,SRR5275906_376819,SRR5275907_257208,SRR5275900_484135,SRR5275902_253810,SRR5275919_635857,SRR5275902_105013,SRR5275908_250378,SRR5275897_411867,SRR5275906_202588,SRR5275903_492591,SRR5275900_359857,SRR5275903_261886,SRR5275908_303735,SRR5275927_69199
3396	Cluster_16988	Unassigned_SRR5275903_182796	6	12	SRR5275903,SRR5275907,SRR5275904,SRR5275908,SRR5275906,SRR5275919	SRR5275903_182796,SRR5275907_244807,SRR5275904_22912,SRR5275908_287117,SRR5275903_229893,SRR5275904_3956,SRR5275906_367466,SRR5275919_599373,SRR5275919_343284,SRR5275906_434429,SRR5275907_600071,SRR5275908_345436
3397	Cluster_16994	Unassigned_SRR5275903_421159	8	15	SRR5275903,SRR5275902,SRR5275919,SRR5275904,SRR5275908,SRR5275900,SRR5275906,SRR5275907	SRR5275903_421159,SRR5275902_466292,SRR5275919_176917,SRR5275904_329338,SRR5275908_219816,SRR5275900_116229,SRR5275906_8164,SRR5275904_474623,SRR5275902_478808,SRR5275903_233513,SRR5275906_267426,SRR5275908_382004,SRR5275919_197488,SRR5275907_167942,SRR5275907_197844
3398	Cluster_16998	Unassigned_SRR5275908_359904	6	17	SRR5275908,SRR5275903,SRR5275906,SRR5275907,SRR5275904,SRR5275919	SRR5275908_359904,SRR5275903_228008,SRR5275906_440399,SRR5275907_97235,SRR5275904_240579,SRR5275907_221954,SRR5275908_350746,SRR5275903_334993,SRR5275906_71965,SRR5275907_504489,SRR5275919_355304,SRR5275908_347529,SRR5275906_284119,SRR5275903_478667,SRR5275904_98298,SRR5275904_291050,SRR5275919_106335
3399	Cluster_17004	Unassigned_SRR5275904_259447	5	10	SRR5275904,SRR5275907,SRR5275906,SRR5275903,SRR5275919	SRR5275904_259447,SRR5275907_531751,SRR5275906_573352,SRR5275907_303655,SRR5275903_186311,SRR5275903_238917,SRR5275906_219443,SRR5275904_413813,SRR5275919_494872,SRR5275919_436310
3400	Cluster_17010	Unassigned_SRR5275900_578097	9	18	SRR5275900,SRR5275902,SRR5275897,SRR5275908,SRR5275903,SRR5275906,SRR5275919,SRR5275907,SRR5275904	SRR5275900_578097,SRR5275902_430026,SRR5275902_431530,SRR5275897_164568,SRR5275908_423982,SRR5275903_459141,SRR5275897_240259,SRR5275906_220116,SRR5275900_346637,SRR5275902_189491,SRR5275906_42993,SRR5275902_444436,SRR5275900_21241,SRR5275919_91928,SRR5275903_471535,SRR5275907_396665,SRR5275904_483844,SRR5275900_435241
3401	Cluster_17011	Unassigned_SRR5275919_499461	6	12	SRR5275919,SRR5275903,SRR5275906,SRR5275907,SRR5275904,SRR5275908	SRR5275919_499461,SRR5275903_172995,SRR5275919_150118,SRR5275906_78267,SRR5275907_373635,SRR5275904_468162,SRR5275906_589949,SRR5275908_326098,SRR5275903_468918,SRR5275904_38691,SRR5275908_341787,SRR5275907_23523
3402	Cluster_17017	Unassigned_SRR5275902_329192	8	10	SRR5275902,SRR5275907,SRR5275908,SRR5275900,SRR5275904,SRR5275919,SRR5275897,SRR5275903	SRR5275902_329192,SRR5275907_475625,SRR5275908_439731,SRR5275900_376008,SRR5275904_284585,SRR5275904_220891,SRR5275919_462492,SRR5275897_360416,SRR5275907_349102,SRR5275903_216933
3403	Cluster_17020	Unassigned_SRR5275925_551482	8	14	SRR5275925,SRR5275897,SRR5275906,SRR5275908,SRR5275919,SRR5275903,SRR5275907,SRR5275904	SRR5275925_551482,SRR5275897_186686,SRR5275906_264070,SRR5275908_152603,SRR5275919_420952,SRR5275919_273582,SRR5275903_123495,SRR5275907_523039,SRR5275908_301223,SRR5275903_11841,SRR5275907_377740,SRR5275904_352968,SRR5275906_441303,SRR5275904_180808
3404	Cluster_17028	Unassigned_SRR5275927_280157	8	10	SRR5275927,SRR5275906,SRR5275925,SRR5275907,SRR5275908,SRR5275902,SRR5275903,SRR5275904	SRR5275927_280157,SRR5275906_149758,SRR5275925_305885,SRR5275907_568799,SRR5275925_414001,SRR5275908_169049,SRR5275902_78397,SRR5275927_6297,SRR5275903_195640,SRR5275904_238877
3405	Cluster_17029	Unassigned_SRR5275907_396658	7	11	SRR5275907,SRR5275925,SRR5275908,SRR5275904,SRR5275919,SRR5275897,SRR5275903	SRR5275907_396658,SRR5275925_218405,SRR5275925_766595,SRR5275908_340934,SRR5275904_303190,SRR5275919_212782,SRR5275919_340313,SRR5275897_215685,SRR5275908_281431,SRR5275903_154538,SRR5275903_396858
3406	Cluster_17030	Unassigned_SRR5275904_35700	6	11	SRR5275904,SRR5275919,SRR5275906,SRR5275903,SRR5275907,SRR5275908	SRR5275904_35700,SRR5275919_330945,SRR5275906_160636,SRR5275903_188836,SRR5275903_474383,SRR5275907_562208,SRR5275907_67523,SRR5275908_264939,SRR5275908_6042,SRR5275919_38772,SRR5275906_564029
3407	Cluster_17031	Unassigned_SRR5275919_604634	11	17	SRR5275919,SRR5275903,SRR5275906,SRR5275908,SRR5275900,SRR5275927,SRR5275925,SRR5275897,SRR5275904,SRR5275907,SRR5275902	SRR5275919_604634,SRR5275903_22907,SRR5275906_584805,SRR5275908_536686,SRR5275900_11084,SRR5275906_247507,SRR5275927_194791,SRR5275919_213031,SRR5275908_409913,SRR5275925_643843,SRR5275897_195117,SRR5275900_586605,SRR5275897_388601,SRR5275904_108806,SRR5275907_36202,SRR5275902_481358,SRR5275902_239493
3408	Cluster_17037	Unassigned_SRR5275903_245106	6	10	SRR5275903,SRR5275900,SRR5275904,SRR5275919,SRR5275908,SRR5275907	SRR5275903_245106,SRR5275903_260668,SRR5275900_243820,SRR5275904_86436,SRR5275919_185449,SRR5275919_139896,SRR5275908_100140,SRR5275907_28965,SRR5275908_315860,SRR5275907_32333
3409	Cluster_17038	Unassigned_SRR5275902_334179	9	18	SRR5275902,SRR5275900,SRR5275908,SRR5275906,SRR5275904,SRR5275919,SRR5275897,SRR5275907,SRR5275903	SRR5275902_334179,SRR5275900_575319,SRR5275908_154647,SRR5275906_150826,SRR5275904_21989,SRR5275919_370598,SRR5275897_266448,SRR5275907_605256,SRR5275903_143410,SRR5275907_124781,SRR5275902_283102,SRR5275900_424921,SRR5275919_350760,SRR5275906_337629,SRR5275897_415572,SRR5275903_511856,SRR5275904_481548,SRR5275908_212987
3410	Cluster_17046	Unassigned_SRR5275902_10393	8	10	SRR5275902,SRR5275925,SRR5275906,SRR5275903,SRR5275900,SRR5275927,SRR5275919,SRR5275907	SRR5275902_10393,SRR5275925_570736,SRR5275906_155259,SRR5275903_171679,SRR5275925_708347,SRR5275900_320456,SRR5275927_14386,SRR5275919_335736,SRR5275907_152741,SRR5275907_131058
3411	Cluster_17055	Unassigned_SRR5275907_80257	6	10	SRR5275907,SRR5275908,SRR5275903,SRR5275906,SRR5275904,SRR5275902	SRR5275907_80257,SRR5275908_531262,SRR5275907_554220,SRR5275903_345855,SRR5275906_268603,SRR5275904_134216,SRR5275904_155391,SRR5275902_106456,SRR5275903_168975,SRR5275908_377021
3412	Cluster_17056	Unassigned_SRR5275904_140479	5	10	SRR5275904,SRR5275908,SRR5275906,SRR5275907,SRR5275919	SRR5275904_140479,SRR5275904_443400,SRR5275908_10914,SRR5275906_479352,SRR5275908_216789,SRR5275907_119248,SRR5275906_41286,SRR5275907_109217,SRR5275919_44390,SRR5275919_312878
3413	Cluster_17058	Unassigned_SRR5275903_252990	6	12	SRR5275903,SRR5275908,SRR5275904,SRR5275919,SRR5275900,SRR5275906	SRR5275903_252990,SRR5275908_106363,SRR5275904_173090,SRR5275908_402883,SRR5275919_592958,SRR5275919_25135,SRR5275900_97833,SRR5275900_308143,SRR5275906_80160,SRR5275906_30313,SRR5275903_8276,SRR5275904_443219
3414	Cluster_17059	Unassigned_SRR5275907_525901	10	12	SRR5275907,SRR5275900,SRR5275919,SRR5275902,SRR5275897,SRR5275906,SRR5275925,SRR5275908,SRR5275903,SRR5275927	SRR5275907_525901,SRR5275900_580317,SRR5275919_482323,SRR5275902_203950,SRR5275897_82975,SRR5275906_615192,SRR5275925_166867,SRR5275908_121247,SRR5275903_7835,SRR5275908_391562,SRR5275903_386357,SRR5275927_429070
